epoch,train_loss
1,0.03703794360260169
2,0.02036782572865486
3,0.01778872151573499
4,0.016191582537690798
5,0.015015593247115612
6,0.014125044643878936
7,0.01336364857852459
8,0.012750480164587498
9,0.012264769371350607
10,0.011853528488179048
11,0.01152306975821654
12,0.011219901691873868
13,0.010978731408218543
14,0.010708170522749425
15,0.010509716452658177
16,0.010285467613240083
17,0.01011384403258562
18,0.0099517849629124
19,0.009802522414426008
20,0.00967092961370945
